,Distance
"('C80', 'C72')",13.12
"('C80', 'C73')",4.75
"('C80', 'C74')",20.19
"('C80', 'C75')",19.1
"('C80', 'C76')",14.19
"('C80', 'C77')",34.04
"('C80', 'C78')",19.77
"('C80', 'C79')",4.74
"('C80', 'C80')",0.0
"('C80', 'C81')",15.53
"('C80', 'C82')",15.44
"('C80', 'C83')",3.27
"('C80', 'C84')",7.96
"('C80', 'C85')",10.93
"('C80', 'C86')",6.56
"('C80', 'C87')",18.88
"('C80', 'C88')",8.63
"('C81', 'C39')",13.68
"('C81', 'C40')",6.95
"('C81', 'C41')",2.42
"('C81', 'C42')",26.49
"('C81', 'C43')",8.9
"('C81', 'C44')",12.03
"('C81', 'C45')",19.87
"('C81', 'C46')",24.11
"('C81', 'C47')",6.0
"('C81', 'C48')",19.13
"('C81', 'C49')",17.11
"('C81', 'C50')",8.61
"('C81', 'C51')",20.8
"('C81', 'C52')",21.81
"('C81', 'C53')",21.07
"('C81', 'C54')",18.88
"('C81', 'C55')",18.23
"('C81', 'C56')",15.63
"('C81', 'C57')",11.59
"('C81', 'C58')",11.73
"('C81', 'C59')",14.73
"('C81', 'C60')",23.28
"('C81', 'C61')",13.93
"('C81', 'C62')",13.07
"('C81', 'C63')",1.81
"('C81', 'C64')",24.55
"('C81', 'C65')",25.77
"('C81', 'C66')",9.49
"('C81', 'C67')",6.18
"('C81', 'C68')",20.78
"('C81', 'C69')",4.48
"('C81', 'C70')",21.14
"('C81', 'C71')",16.36
"('C81', 'C72')",3.53
"('C81', 'C73')",13.64
"('C81', 'C74')",5.77
"('C81', 'C75')",21.34
"('C81', 'C76')",25.4
"('C81', 'C77')",19.61
"('C81', 'C78')",9.14
"('C81', 'C79')",18.26
"('C81', 'C80')",18.97
"('C81', 'C81')",0.0
"('C81', 'C82')",2.21
"('C81', 'C83')",20.62
"('C81', 'C84')",9.47
"('C81', 'C85')",15.27
"('C81', 'C86')",24.87
"('C81', 'C87')",25.57
"('C81', 'C88')",22.27
"('C82', 'C39')",12.71
"('C82', 'C40')",5.69
"('C82', 'C41')",1.44
"('C82', 'C42')",25.52
"('C82', 'C43')",7.93
"('C82', 'C44')",10.76
"('C82', 'C45')",18.9
"('C82', 'C46')",23.13
"('C82', 'C47')",6.23
"('C82', 'C48')",18.16
"('C82', 'C49')",15.84
"('C82', 'C50')",7.64
"('C82', 'C51')",19.83
"('C82', 'C52')",20.84
"('C82', 'C53')",20.1
"('C82', 'C54')",17.91
"('C82', 'C55')",17.26
"('C82', 'C56')",14.66
"('C82', 'C57')",10.32
"('C82', 'C58')",11.08
"('C82', 'C59')",13.76
"('C82', 'C60')",22.31
"('C82', 'C61')",12.67
"('C82', 'C62')",11.8
"('C82', 'C63')",2.47
"('C82', 'C64')",23.58
"('C82', 'C65')",24.8
"('C82', 'C66')",8.83
"('C82', 'C67')",5.52
"('C82', 'C68')",19.81
"('C82', 'C69')",3.51
"('C82', 'C70')",20.17
"('C82', 'C71')",15.09
"('C82', 'C72')",2.77
"('C82', 'C73')",16.26
"('C82', 'C74')",5.11
"('C82', 'C75')",20.08
"('C82', 'C76')",24.43
"('C82', 'C77')",18.95
"('C82', 'C78')",7.87
"('C82', 'C79')",17.29
"('C82', 'C80')",18.0
"('C82', 'C81')",1.39
"('C82', 'C82')",0.0
"('C82', 'C83')",19.65
"('C82', 'C84')",9.49
"('C82', 'C85')",14.3
"('C82', 'C86')",23.9
"('C82', 'C87')",24.6
"('C82', 'C88')",21.3
"('C83', 'C39')",12.23
"('C83', 'C40')",19.16
"('C83', 'C41')",19.37
"('C83', 'C42')",17.33
"('C83', 'C43')",13.06
"('C83', 'C44')",18.13
"('C83', 'C45')",9.6
"('C83', 'C46')",14.38
"('C83', 'C47')",26.35
"('C83', 'C48')",8.97
"('C83', 'C49')",30.11
"('C83', 'C50')",14.27
"('C83', 'C51')",11.07
"('C83', 'C52')",2.52
"('C83', 'C53')",0.51
"('C83', 'C54')",2.96
"('C83', 'C55')",15.38
"('C83', 'C56')",8.13
"('C83', 'C57')",16.58
"('C83', 'C58')",27.65
"('C83', 'C59')",6.75
"('C83', 'C60')",13.55
"('C83', 'C61')",31.65
"('C83', 'C62')",19.56
"('C83', 'C63')",18.39
"('C83', 'C64')",17.5
"('C83', 'C65')",16.04
"('C83', 'C66')",25.41
"('C83', 'C67')",25.99
"('C83', 'C68')",5.3
"('C83', 'C69')",16.75
"('C83', 'C70')",6.09
"('C83', 'C71')",29.36
"('C83', 'C72')",14.61
"('C83', 'C73')",6.24
"('C83', 'C74')",21.68
"('C83', 'C75')",20.59
"('C83', 'C76')",15.68
"('C83', 'C77')",35.53
"('C83', 'C78')",21.26
"('C83', 'C79')",6.11
"('C83', 'C80')",2.46
"('C83', 'C81')",17.02
"('C83', 'C82')",16.93
"('C83', 'C83')",0.0
"('C83', 'C84')",9.45
"('C83', 'C85')",12.42
"('C83', 'C86')",5.21
"('C83', 'C87')",20.37
"('C83', 'C88')",8.74
"('C84', 'C39')",5.3
"('C84', 'C40')",10.84
"('C84', 'C41')",10.92
"('C84', 'C42')",18.07
"('C84', 'C43')",4.6
"('C84', 'C44')",9.5
"('C84', 'C45')",11.45
"('C84', 'C46')",15.6
"('C84', 'C47')",17.89
"('C84', 'C48')",10.7
"('C84', 'C49')",21.57
"('C84', 'C50')",6.11
"('C84', 'C51')",12.29
"('C84', 'C52')",9.53
"('C84', 'C53')",8.79
"('C84', 'C54')",6.59
"('C84', 'C55')",9.81
"('C84', 'C56')",7.37
"('C84', 'C57')",7.42
"('C84', 'C58')",19.2
"('C84', 'C59')",6.22
"('C84', 'C60')",14.77
"('C84', 'C61')",23.11
"('C84', 'C62')",10.94
"('C84', 'C63')",11.36
"('C84', 'C64')",16.13
"('C84', 'C65')",17.26
"('C84', 'C66')",16.95
"('C84', 'C67')",17.31
"('C84', 'C68')",9.89
"('C84', 'C69')",8.3
"('C84', 'C70')",10.9
"('C84', 'C71')",20.82
"('C84', 'C72')",7.57
"('C84', 'C73')",4.33
"('C84', 'C74')",13.23
"('C84', 'C75')",15.01
"('C84', 'C76')",16.89
"('C84', 'C77')",27.07
"('C84', 'C78')",12.48
"('C84', 'C79')",9.75
"('C84', 'C80')",6.69
"('C84', 'C81')",9.99
"('C84', 'C82')",9.9
"('C84', 'C83')",8.34
"('C84', 'C84')",0.0
"('C84', 'C85')",6.85
"('C84', 'C86')",12.59
"('C84', 'C87')",17.15
"('C84', 'C88')",12.98
"('C85', 'C39')",3.98
"('C85', 'C40')",7.52
"('C85', 'C41')",11.97
"('C85', 'C42')",12.38
"('C85', 'C43')",8.2
"('C85', 'C44')",7.03
"('C85', 'C45')",5.56
"('C85', 'C46')",12.38
"('C85', 'C47')",20.06
"('C85', 'C48')",4.81
"('C85', 'C49')",18.47
"('C85', 'C50')",6.39
"('C85', 'C51')",9.07
"('C85', 'C52')",13.62
"('C85', 'C53')",12.88
"('C85', 'C54')",10.68
"('C85', 'C55')",4.47
"('C85', 'C56')",4.89
"('C85', 'C57')",4.94
"('C85', 'C58')",17.65
"('C85', 'C59')",5.9
"('C85', 'C60')",11.56
"('C85', 'C61')",20.0
"('C85', 'C62')",8.46
"('C85', 'C63')",15.15
"('C85', 'C64')",10.44
"('C85', 'C65')",14.04
"('C85', 'C66')",19.12
"('C85', 'C67')",14.34
"('C85', 'C68')",11.12
"('C85', 'C69')",10.13
"('C85', 'C70')",11.95
"('C85', 'C71')",17.71
"('C85', 'C72')",12.57
"('C85', 'C73')",9.04
"('C85', 'C74')",15.39
"('C85', 'C75')",9.67
"('C85', 'C76')",13.68
"('C85', 'C77')",29.24
"('C85', 'C78')",8.79
"('C85', 'C79')",9.69
"('C85', 'C80')",10.78
"('C85', 'C81')",13.46
"('C85', 'C82')",12.5
"('C85', 'C83')",12.43
"('C85', 'C84')",6.56
"('C85', 'C85')",0.0
"('C85', 'C86')",16.68
"('C85', 'C87')",11.46
"('C85', 'C88')",11.8
"('C86', 'C39')",16.81
"('C86', 'C40')",23.74
"('C86', 'C41')",23.95
"('C86', 'C42')",21.91
"('C86', 'C43')",17.64
"('C86', 'C44')",22.71
"('C86', 'C45')",14.18
"('C86', 'C46')",18.96
"('C86', 'C47')",30.93
"('C86', 'C48')",13.55
"('C86', 'C49')",34.69
"('C86', 'C50')",18.84
"('C86', 'C51')",15.65
"('C86', 'C52')",4.72
"('C86', 'C53')",4.94
"('C86', 'C54')",7.56
"('C86', 'C55')",19.96
"('C86', 'C56')",12.71
"('C86', 'C57')",21.16
"('C86', 'C58')",32.23
"('C86', 'C59')",11.33
"('C86', 'C60')",16.62
"('C86', 'C61')",36.23
"('C86', 'C62')",24.14
"('C86', 'C63')",22.97
"('C86', 'C64')",22.08
"('C86', 'C65')",20.62
"('C86', 'C66')",29.99
"('C86', 'C67')",30.57
"('C86', 'C68')",9.76
"('C86', 'C69')",21.33
"('C86', 'C70')",9.14
"('C86', 'C71')",33.94
"('C86', 'C72')",19.19
"('C86', 'C73')",8.95
"('C86', 'C74')",26.26
"('C86', 'C75')",25.17
"('C86', 'C76')",20.26
"('C86', 'C77')",40.11
"('C86', 'C78')",25.84
"('C86', 'C79')",10.6
"('C86', 'C80')",6.23
"('C86', 'C81')",21.6
"('C86', 'C82')",21.51
"('C86', 'C83')",5.29
"('C86', 'C84')",14.03
"('C86', 'C85')",17.0
"('C86', 'C86')",0.0
"('C86', 'C87')",24.95
"('C86', 'C88')",12.34
"('C87', 'C39')",14.04
"('C87', 'C40')",17.75
"('C87', 'C41')",23.28
"('C87', 'C42')",8.08
"('C87', 'C43')",18.26
"('C87', 'C44')",12.62
"('C87', 'C45')",13.38
"('C87', 'C46')",11.54
"('C87', 'C47')",28.69
"('C87', 'C48')",11.22
"('C87', 'C49')",26.67
"('C87', 'C50')",17.2
"('C87', 'C51')",9.95
"('C87', 'C52')",22.97
"('C87', 'C53')",22.23
"('C87', 'C54')",20.04
"('C87', 'C55')",8.51
"('C87', 'C56')",13.84
"('C87', 'C57')",16.25
"('C87', 'C58')",25.72
"('C87', 'C59')",15.13
"('C87', 'C60')",13.0
"('C87', 'C61')",28.21
"('C87', 'C62')",13.44
"('C87', 'C63')",26.46
"('C87', 'C64')",6.14
"('C87', 'C65')",10.21
"('C87', 'C66')",27.75
"('C87', 'C67')",22.41
"('C87', 'C68')",17.25
"('C87', 'C69')",21.44
"('C87', 'C70')",17.29
"('C87', 'C71')",25.92
"('C87', 'C72')",23.88
"('C87', 'C73')",18.39
"('C87', 'C74')",22.86
"('C87', 'C75')",14.69
"('C87', 'C76')",10.54
"('C87', 'C77')",37.87
"('C87', 'C78')",15.31
"('C87', 'C79')",17.71
"('C87', 'C80')",20.13
"('C87', 'C81')",24.77
"('C87', 'C82')",23.81
"('C87', 'C83')",21.78
"('C87', 'C84')",16.62
"('C87', 'C85')",11.86
"('C87', 'C86')",26.03
"('C87', 'C87')",0.0
"('C87', 'C88')",14.37
"('C88', 'C39')",16.13
"('C88', 'C40')",20.66
"('C88', 'C41')",20.87
"('C88', 'C42')",11.1
"('C88', 'C43')",14.55
"('C88', 'C44')",18.69
"('C88', 'C45')",7.85
"('C88', 'C46')",6.09
"('C88', 'C47')",31.59
"('C88', 'C48')",9.16
"('C88', 'C49')",29.58
"('C88', 'C50')",15.76
"('C88', 'C51')",5.87
"('C88', 'C52')",10.7
"('C88', 'C53')",8.68
"('C88', 'C54')",7.74
"('C88', 'C55')",14.33
"('C88', 'C56')",8.0
"('C88', 'C57')",16.43
"('C88', 'C58')",28.62
"('C88', 'C59')",7.99
"('C88', 'C60')",4.4
"('C88', 'C61')",31.12
"('C88', 'C62')",19.51
"('C88', 'C63')",22.94
"('C88', 'C64')",11.27
"('C88', 'C65')",9.81
"('C88', 'C66')",30.65
"('C88', 'C67')",25.32
"('C88', 'C68')",4.1
"('C88', 'C69')",21.62
"('C88', 'C70')",4.14
"('C88', 'C71')",28.83
"('C88', 'C72')",19.12
"('C88', 'C73')",12.25
"('C88', 'C74')",25.77
"('C88', 'C75')",20.44
"('C88', 'C76')",9.44
"('C88', 'C77')",40.78
"('C88', 'C78')",20.49
"('C88', 'C79')",3.8
"('C88', 'C80')",9.39
"('C88', 'C81')",22.35
"('C88', 'C82')",21.39
"('C88', 'C83')",8.83
"('C88', 'C84')",13.39
"('C88', 'C85')",12.04
"('C88', 'C86')",12.23
"('C88', 'C87')",14.11
"('C88', 'C88')",0.0
"('C89', 'C89')",0.0
"('C89', 'C90')",13.24
"('C90', 'C89')",11.55
"('C90', 'C90')",0.0
