origen,destino,distancia_km
C51,C37,6.92
C51,C38,11.39
C51,C39,10.81
C51,C40,15.33
C51,C41,20.05
C51,C42,7.34
C51,C43,15.03
C51,C44,13.37
C51,C45,4.2
C51,C46,4.39
C51,C47,26.27
C51,C48,3.84
C51,C49,24.26
C51,C50,13.97
C51,C51,999.0
C51,C52,12.5
C51,C53,11.76
C51,C54,9.3
C51,C55,9.01
C51,C56,6.66
C52,C23,7.9
C52,C24,12.43
C52,C25,2.48
C52,C26,17.97
C52,C27,4.6
C52,C28,14.86
C52,C29,25.75
C52,C30,13.19
C52,C31,36.94
C52,C32,18.92
C52,C33,19.42
C52,C34,9.53
C52,C35,10.98
C52,C36,12.64
C52,C37,6.62
C52,C38,18.57
C52,C39,13.76
C52,C40,20.69
C52,C41,20.9
C52,C42,18.86
C52,C43,14.58
C52,C44,19.65
C52,C45,11.12
C52,C46,15.9
C52,C47,27.87
C52,C48,10.5
C52,C49,31.63
C52,C50,15.79
C52,C51,12.59
C52,C52,999.0
C52,C53,2.56
C52,C54,4.64
C52,C55,16.91
C52,C56,9.65
C53,C23,6.83
C53,C24,11.36
C53,C25,1.65
C53,C26,16.9
C53,C27,3.31
C53,C28,13.79
C53,C29,24.68
C53,C30,12.12
C53,C31,35.87
C53,C32,17.85
C53,C33,18.35
C53,C34,8.46
C53,C35,9.91
C53,C36,8.71
C53,C37,5.55
C53,C38,17.5
C53,C39,12.69
C53,C40,19.61
C53,C41,19.83
C53,C42,17.79
C53,C43,13.51
C53,C44,18.58
C53,C45,10.05
C53,C46,14.83
C53,C47,26.8
C53,C48,9.43
C53,C49,30.56
C53,C50,14.72
C53,C51,11.52
C53,C52,2.71
C53,C53,999.0
C53,C54,3.42
C53,C55,15.84
C53,C56,8.58
C54,C23,4.87
C54,C24,9.39
C54,C25,4.44
C54,C26,14.93
C54,C27,0.2
C54,C28,11.2
C54,C29,22.71
C54,C30,10.15
C54,C31,33.9
C54,C32,15.89
C54,C33,15.77
C54,C34,6.5
C54,C35,7.94
C54,C36,8.58
C54,C37,2.97
C54,C38,15.53
C54,C39,10.72
C54,C40,17.65
C54,C41,17.86
C54,C42,15.2
C54,C43,11.54
C54,C44,16.61
C54,C45,7.46
C54,C46,12.25
C54,C47,24.83
C54,C48,6.84
C54,C49,28.59
C54,C50,12.75
C54,C51,8.94
C54,C52,4.36
C54,C53,2.87
C54,C54,999.0
C54,C55,13.87
C54,C56,5.99
C55,C23,9.31
C55,C24,9.36
C55,C25,17.66
C55,C26,3.65
C55,C27,13.6
C55,C28,2.85
C55,C29,12.67
C55,C30,3.98
C55,C31,29.63
C55,C32,4.29
C55,C33,8.79
C55,C34,8.44
C55,C35,10.64
C55,C36,10.92
C55,C37,10.67
C55,C38,5.3
C55,C39,7.2
C55,C40,9.62
C55,C41,15.93
C55,C42,9.47
C55,C43,11.42
C55,C44,5.73
C55,C45,7.96
C55,C46,11.9
C55,C47,20.56
C55,C48,5.52
C55,C49,18.55
C55,C50,10.36
C55,C51,7.99
C55,C52,16.84
C55,C53,16.1
C55,C54,13.9
C55,C55,999.0
C55,C56,8.11
C56,C23,3.87
C56,C24,6.43
C56,C25,10.92
C56,C26,8.9
C56,C27,6.86
C56,C28,5.1
C56,C29,16.69
C56,C30,4.13
C56,C31,33.23
C56,C32,9.86
C56,C33,13.29
C56,C34,3.23
C56,C35,7.72
C56,C36,9.04
C56,C37,3.7
C56,C38,9.51
C56,C39,4.69
C56,C40,11.62
C56,C41,16.07
C56,C42,12.98
C56,C43,8.5
C56,C44,10.82
C56,C45,3.23
C56,C46,10.03
C56,C47,24.16
C56,C48,3.31
C56,C49,22.57
C56,C50,7.44
C56,C51,6.72
C56,C52,10.09
C56,C53,9.35
C56,C54,7.16
C56,C55,7.84
C56,C56,999.0
C23,C57,11.11
C23,C58,22.18
C23,C59,3.59
C23,C60,12.15
C23,C61,26.18
C23,C62,14.09
C23,C63,15.97
C23,C64,16.1
C23,C65,14.63
C23,C66,19.94
C23,C67,20.52
C23,C68,8.11
C23,C69,11.28
C23,C70,9.12
C23,C71,23.89
C23,C72,10.38
C23,C73,3.16
C23,C74,16.22
C23,C75,15.12
C23,C76,14.27
C23,C77,30.06
C23,C78,15.79
C23,C79,7.12
C23,C80,4.9
C23,C81,15.39
C23,C82,14.43
C23,C83,6.55
C23,C84,4.58
C23,C85,6.96
C23,C86,10.8
C23,C87,17.26
C23,C88,10.35
C23,C89,4.4
C23,C90,9.9
C24,C57,6.29
C24,C58,17.24
C24,C59,6.77
C24,C60,15.32
C24,C61,19.91
C24,C62,9.81
C24,C63,11.03
C24,C64,15.6
C24,C65,17.81
C24,C66,15.0
C24,C67,11.68
C24,C68,12.82
C24,C69,6.34
C24,C70,13.17
C24,C71,17.62
C24,C72,7.21
C24,C73,5.87
C24,C74,11.28
C24,C75,14.48
C24,C76,17.45
C24,C77,25.12
C24,C78,10.4
C24,C79,10.3
C24,C80,8.95
C24,C81,10.45
C24,C82,9.49
C24,C83,10.61
C24,C84,2.1
C24,C85,6.32
C24,C86,14.86
C24,C87,16.62
C24,C88,14.31
C24,C89,7.11
C24,C90,4.96
C25,C57,18.92
C25,C58,29.99
C25,C59,9.09
C25,C60,13.31
C25,C61,33.99
C25,C62,21.9
C25,C63,20.73
C25,C64,19.84
C25,C65,18.38
C25,C66,27.75
C25,C67,28.33
C25,C68,6.46
C25,C69,19.1
C25,C70,5.84
C25,C71,31.7
C25,C72,16.95
C25,C73,6.72
C25,C74,24.03
C25,C75,22.93
C25,C76,18.02
C25,C77,37.87
C25,C78,23.61
C25,C79,7.29
C25,C80,3.99
C25,C81,19.36
C25,C82,19.27
C25,C83,2.31
C25,C84,11.8
C25,C85,14.77
C25,C86,3.51
C25,C87,22.71
C25,C88,9.03
C25,C89,6.84
C25,C90,17.71
C26,C57,10.15
C26,C58,18.42
C26,C59,10.37
C26,C60,13.89
C26,C61,17.8
C26,C62,5.71
C26,C63,18.55
C26,C64,8.69
C26,C65,12.77
C26,C66,20.45
C26,C67,15.12
C26,C68,14.49
C26,C69,14.33
C26,C70,15.32
C26,C71,15.51
C26,C72,16.78
C26,C73,13.51
C26,C74,15.57
C26,C75,4.26
C26,C76,13.09
C26,C77,30.57
C26,C78,7.58
C26,C79,13.06
C26,C80,15.25
C26,C81,18.77
C26,C82,17.81
C26,C83,16.9
C26,C84,11.03
C26,C85,5.25
C26,C86,21.15
C26,C87,9.71
C26,C88,13.72
C26,C89,14.75
C26,C90,14.59
C27,C57,15.19
C27,C58,26.25
C27,C59,4.51
C27,C60,11.31
C27,C61,30.25
C27,C62,18.17
C27,C63,16.99
C27,C64,15.26
C27,C65,13.8
C27,C66,24.01
C27,C67,24.59
C27,C68,3.98
C27,C69,15.36
C27,C70,5.11
C27,C71,27.96
C27,C72,13.21
C27,C73,4.85
C27,C74,20.29
C27,C75,19.19
C27,C76,13.43
C27,C77,34.13
C27,C78,19.87
C27,C79,3.73
C27,C80,1.93
C27,C81,15.62
C27,C82,15.54
C27,C83,2.54
C27,C84,8.06
C27,C85,11.03
C27,C86,7.6
C27,C87,18.12
C27,C88,7.42
C27,C89,6.09
C27,C90,13.97
C28,C57,9.59
C28,C58,17.89
C28,C59,9.81
C28,C60,9.81
C28,C61,20.38
C28,C62,8.78
C28,C63,18.02
C28,C64,8.53
C28,C65,12.3
C28,C66,19.92
C28,C67,14.59
C28,C68,10.43
C28,C69,14.78
C28,C70,11.26
C28,C71,18.1
C28,C72,17.22
C28,C73,12.95
C28,C74,15.04
C28,C75,9.71
C28,C76,11.94
C28,C77,30.04
C28,C78,9.76
C28,C79,9.0
C28,C80,14.69
C28,C81,18.11
C28,C82,17.15
C28,C83,16.34
C28,C84,10.47
C28,C85,4.69
C28,C86,20.59
C28,C87,9.55
C28,C88,9.64
C28,C89,14.19
C28,C90,15.03
C29,C57,11.23
C29,C58,8.97
C29,C59,17.25
C29,C60,22.99
C29,C61,6.67
C29,C62,5.31
C29,C63,10.04
C29,C64,15.75
C29,C65,19.83
C29,C66,11.94
C29,C67,6.52
C29,C68,23.3
C29,C69,8.94
C29,C70,23.66
C29,C71,7.51
C29,C72,11.39
C29,C73,19.75
C29,C74,6.97
C29,C75,13.58
C29,C76,20.15
C29,C77,22.06
C29,C78,4.44
C29,C79,20.78
C29,C80,21.49
C29,C81,13.38
C29,C82,12.42
C29,C83,23.14
C29,C84,14.42
C29,C85,14.31
C29,C86,27.39
C29,C87,16.77
C29,C88,24.93
C29,C89,20.99
C29,C90,9.2
C30,C57,4.89
C30,C58,17.6
C30,C59,5.79
C30,C60,11.51
C30,C61,19.96
C30,C62,8.41
C30,C63,15.11
C30,C64,11.4
C30,C65,14.0
C30,C66,19.07
C30,C67,14.29
C30,C68,11.07
C30,C69,10.08
C30,C70,11.91
C30,C71,17.67
C30,C72,12.53
C30,C73,8.94
C30,C74,15.35
C30,C75,9.6
C30,C76,13.63
C30,C77,29.19
C30,C78,8.74
C30,C79,9.64
C30,C80,10.67
C30,C81,13.41
C30,C82,12.45
C30,C83,12.33
C30,C84,6.45
C30,C85,1.43
C30,C86,16.58
C30,C87,12.42
C30,C88,13.45
C30,C89,10.18
C30,C90,10.33
C31,C57,27.82
C31,C58,11.08
C31,C59,28.57
C31,C60,37.13
C31,C61,13.84
C31,C62,25.01
C31,C63,17.82
C31,C64,34.96
C31,C65,39.61
C31,C66,10.89
C31,C67,14.41
C31,C68,34.62
C31,C69,18.32
C31,C70,34.98
C31,C71,18.06
C31,C72,20.31
C31,C73,31.08
C31,C74,15.4
C31,C75,33.28
C31,C76,39.25
C31,C77,2.94
C31,C78,21.16
C31,C79,32.1
C31,C80,32.82
C31,C81,20.48
C31,C82,19.52
C31,C83,34.47
C31,C84,25.02
C31,C85,28.93
C31,C86,38.72
C31,C87,35.98
C31,C88,36.12
C31,C89,32.32
C31,C90,19.35
C32,C57,9.16
C32,C58,17.61
C32,C59,11.91
C32,C60,15.44
C32,C61,16.99
C32,C62,4.9
C32,C63,17.74
C32,C64,10.03
C32,C65,14.11
C32,C66,19.64
C32,C67,14.31
C32,C68,16.03
C32,C69,13.52
C32,C70,16.87
C32,C71,14.7
C32,C72,15.97
C32,C73,15.05
C32,C74,14.76
C32,C75,4.91
C32,C76,14.43
C32,C77,29.76
C32,C78,6.77
C32,C79,14.6
C32,C80,16.79
C32,C81,17.96
C32,C82,17.0
C32,C83,18.44
C32,C84,12.57
C32,C85,6.8
C32,C86,22.69
C32,C87,11.05
C32,C88,15.26
C32,C89,16.29
C32,C90,13.78
C33,C57,16.76
C33,C58,27.31
C33,C59,13.91
C33,C60,8.16
C33,C61,29.8
C33,C62,13.71
C33,C63,26.97
C33,C64,1.73
C33,C65,4.57
C33,C66,29.34
C33,C67,24.01
C33,C68,14.3
C33,C69,21.94
C33,C70,14.44
C33,C71,27.52
C33,C72,24.39
C33,C73,18.9
C33,C74,24.46
C33,C75,14.96
C33,C76,4.89
C33,C77,39.46
C33,C78,15.58
C33,C79,12.87
C33,C80,16.5
C33,C81,25.27
C33,C82,24.32
C33,C83,18.15
C33,C84,17.12
C33,C85,12.37
C33,C86,22.4
C33,C87,7.47
C33,C88,11.52
C33,C89,20.14
C33,C90,22.2
C34,C57,10.06
C34,C58,20.9
C34,C59,2.71
C34,C60,11.26
C34,C61,23.57
C34,C62,12.81
C34,C63,14.69
C34,C64,15.21
C34,C65,13.74
C34,C66,18.65
C34,C67,15.34
C34,C68,8.76
C34,C69,10.0
C34,C70,9.77
C34,C71,21.28
C34,C72,10.87
C34,C73,3.82
C34,C74,14.93
C34,C75,14.07
C34,C76,13.38
C34,C77,28.77
C34,C78,14.35
C34,C79,6.24
C34,C80,5.55
C34,C81,14.11
C34,C82,13.15
C34,C83,7.21
C34,C84,4.64
C34,C85,5.9
C34,C86,11.45
C34,C87,16.2
C34,C88,9.46
C34,C89,5.06
C34,C90,8.62
C35,C57,7.71
C35,C58,18.2
C35,C59,7.77
C35,C60,16.33
C35,C61,20.61
C35,C62,11.59
C35,C63,9.24
C35,C64,17.6
C35,C65,18.81
C35,C66,15.95
C35,C67,12.64
C35,C68,12.05
C35,C69,6.89
C35,C70,13.06
C35,C71,18.32
C35,C72,5.46
C35,C73,6.43
C35,C74,12.23
C35,C75,16.48
C35,C76,18.45
C35,C77,26.07
C35,C78,11.1
C35,C79,11.3
C35,C80,8.84
C35,C81,7.87
C35,C82,7.79
C35,C83,10.49
C35,C84,2.25
C35,C85,8.32
C35,C86,14.74
C35,C87,18.62
C35,C88,15.32
C35,C89,7.67
C35,C90,4.84
C36,C57,13.7
C36,C58,25.46
C36,C59,7.78
C36,C60,3.43
C36,C61,27.96
C36,C62,16.35
C36,C63,23.91
C36,C64,9.17
C36,C65,7.7
C36,C66,27.49
C36,C67,22.16
C36,C68,5.81
C36,C69,18.89
C36,C70,5.85
C36,C71,25.67
C36,C72,21.34
C36,C73,11.94
C36,C74,22.61
C36,C75,17.28
C36,C76,7.34
C36,C77,37.61
C36,C78,17.33
C36,C79,5.51
C36,C80,11.11
C36,C81,22.22
C36,C82,21.26
C36,C83,10.54
C36,C84,14.47
C36,C85,9.31
C36,C86,13.94
C36,C87,12.01
C36,C88,2.93
C36,C89,13.18
C36,C90,19.14
C37,C57,11.74
C37,C58,22.88
C37,C59,1.73
C37,C60,9.22
C37,C61,26.8
C37,C62,14.95
C37,C63,16.68
C37,C64,13.17
C37,C65,11.71
C37,C66,20.64
C37,C67,17.33
C37,C68,4.84
C37,C69,11.99
C37,C70,5.79
C37,C71,24.51
C37,C72,12.85
C37,C73,4.88
C37,C74,16.92
C37,C75,15.74
C37,C76,11.34
C37,C77,30.76
C37,C78,16.42
C37,C79,3.51
C37,C80,3.64
C37,C81,16.09
C37,C82,15.13
C37,C83,5.29
C37,C84,7.13
C37,C85,7.58
C37,C86,9.54
C37,C87,16.03
C37,C88,6.92
C37,C89,6.12
C37,C90,10.6
C38,C57,5.51
C38,C58,15.08
C38,C59,9.68
C38,C60,14.25
C38,C61,17.57
C38,C62,5.44
C38,C63,15.21
C38,C64,10.74
C38,C65,14.81
C38,C66,17.11
C38,C67,11.78
C38,C68,13.81
C38,C69,10.99
C38,C70,14.64
C38,C71,15.28
C38,C72,13.44
C38,C73,12.82
C38,C74,12.23
C38,C75,8.78
C38,C76,16.37
C38,C77,27.23
C38,C78,6.95
C38,C79,12.38
C38,C80,14.56
C38,C81,15.43
C38,C82,14.47
C38,C83,16.21
C38,C84,10.34
C38,C85,4.56
C38,C86,20.46
C38,C87,11.76
C38,C88,12.97
C38,C89,14.06
C38,C90,11.24
C39,C57,4.23
C39,C58,17.42
C39,C59,5.97
C39,C60,14.09
C39,C61,19.92
C39,C62,7.75
C39,C63,12.15
C39,C64,12.78
C39,C65,16.58
C39,C66,16.11
C39,C67,14.12
C39,C68,11.92
C39,C69,7.46
C39,C70,12.28
C39,C71,17.63
C39,C72,9.26
C39,C73,8.33
C39,C74,12.39
C39,C75,11.66
C39,C76,16.22
C39,C77,26.23
C39,C78,9.29
C39,C79,9.4
C39,C80,10.06
C39,C81,11.57
C39,C82,10.61
C39,C83,11.71
C39,C84,4.95
C39,C85,3.5
C39,C86,15.96
C39,C87,13.8
C39,C88,14.14
C39,C89,9.57
C39,C90,6.11
C40,C57,5.74
C40,C58,10.38
C40,C59,12.21
C40,C60,17.5
C40,C61,12.74
C40,C62,7.16
C40,C63,8.93
C40,C64,17.28
C40,C65,19.99
C40,C66,12.89
C40,C67,7.08
C40,C68,18.26
C40,C69,3.9
C40,C70,18.62
C40,C71,10.45
C40,C72,6.35
C40,C73,14.72
C40,C74,7.53
C40,C75,15.43
C40,C76,19.62
C40,C77,23.01
C40,C78,2.49
C40,C79,15.74
C40,C80,16.45
C40,C81,8.34
C40,C82,7.39
C40,C83,18.1
C40,C84,9.38
C40,C85,8.83
C40,C86,22.35
C40,C87,18.3
C40,C88,19.44
C40,C89,15.96
C40,C90,4.16
C41,C57,10.73
C41,C58,12.3
C41,C59,13.5
C41,C60,22.06
C41,C61,13.08
C41,C62,12.21
C41,C63,3.68
C41,C64,23.33
C41,C65,24.54
C41,C66,10.06
C41,C67,6.75
C41,C68,19.55
C41,C69,3.25
C41,C70,19.91
C41,C71,15.5
C41,C72,1.85
C41,C73,12.74
C41,C74,6.34
C41,C75,20.48
C41,C76,24.18
C41,C77,20.18
C41,C78,8.28
C41,C79,17.03
C41,C80,17.74
C41,C81,2.31
C41,C82,1.35
C41,C83,19.4
C41,C84,8.57
C41,C85,14.05
C41,C86,23.65
C41,C87,24.35
C41,C88,21.05
C41,C89,13.98
C41,C90,3.96
C42,C57,16.29
C42,C58,26.84
C42,C59,13.33
C42,C60,7.58
C42,C61,29.34
C42,C62,14.39
C42,C63,26.5
C42,C64,2.4
C42,C65,3.79
C42,C66,28.87
C42,C67,23.54
C42,C68,13.71
C42,C69,21.48
C42,C70,13.86
C42,C71,27.05
C42,C72,23.92
C42,C73,17.49
C42,C74,23.99
C42,C75,15.63
C42,C76,4.11
C42,C77,38.99
C42,C78,18.71
C42,C79,12.29
C42,C80,15.92
C42,C81,24.81
C42,C82,23.85
C42,C83,17.57
C42,C84,16.66
C42,C85,11.9
C42,C86,21.82
C42,C87,8.15
C42,C88,10.94
C42,C89,18.73
C42,C90,21.73
C43,C57,4.09
C43,C58,16.55
C43,C59,7.26
C43,C60,15.81
C43,C61,18.53
C43,C62,7.62
C43,C63,10.34
C43,C64,15.03
C43,C65,18.3
C43,C66,14.3
C43,C67,12.87
C43,C68,13.31
C43,C69,5.65
C43,C70,13.67
C43,C71,16.25
C43,C72,7.45
C43,C73,9.77
C43,C74,10.58
C43,C75,13.91
C43,C76,17.94
C43,C77,24.42
C43,C78,6.77
C43,C79,10.79
C43,C80,11.5
C43,C81,9.76
C43,C82,8.8
C43,C83,13.15
C43,C84,4.43
C43,C85,5.75
C43,C86,17.4
C43,C87,16.05
C43,C88,14.8
C43,C89,11.01
C43,C90,4.3
C44,C57,6.29
C44,C58,13.87
C44,C59,12.8
C44,C60,17.25
C44,C61,16.36
C44,C62,1.63
C44,C63,14.0
C44,C64,11.39
C44,C65,15.47
C44,C66,15.9
C44,C67,10.57
C44,C68,16.81
C44,C69,9.78
C44,C70,17.65
C44,C71,14.08
C44,C72,12.23
C44,C73,15.25
C44,C74,11.02
C44,C75,9.22
C44,C76,15.79
C44,C77,26.02
C44,C78,3.17
C44,C79,15.39
C44,C80,16.99
C44,C81,14.22
C44,C82,13.26
C44,C83,18.64
C44,C84,10.91
C44,C85,7.57
C44,C86,22.89
C44,C87,12.41
C44,C88,15.83
C44,C89,16.49
C44,C90,10.03
C45,C57,9.02
C45,C58,21.73
C45,C59,3.92
C45,C60,6.9
C45,C61,24.08
C45,C62,12.54
C45,C63,19.23
C45,C64,10.85
C45,C65,9.38
C45,C66,23.19
C45,C67,18.42
C45,C68,4.82
C45,C69,14.21
C45,C70,5.66
C45,C71,21.79
C45,C72,16.65
C45,C73,8.42
C45,C74,19.47
C45,C75,13.74
C45,C76,9.02
C45,C77,33.31
C45,C78,12.87
C45,C79,3.4
C45,C80,6.86
C45,C81,17.54
C45,C82,16.58
C45,C83,8.51
C45,C84,9.78
C45,C85,4.63
C45,C86,12.76
C45,C87,13.79
C45,C88,8.84
C45,C89,9.66
C45,C90,14.46
C46,C57,15.86
C46,C58,27.18
C46,C59,10.14
C46,C60,2.0
C46,C61,29.67
C46,C62,18.07
C46,C63,26.07
C46,C64,6.16
C46,C65,4.7
C46,C66,29.21
C46,C67,23.88
C46,C68,9.1
C46,C69,21.05
C46,C70,9.14
C46,C71,27.38
C46,C72,23.5
C46,C73,14.3
C46,C74,24.33
C46,C75,19.0
C46,C76,4.34
C46,C77,39.33
C46,C78,19.05
C46,C79,9.1
C46,C80,12.74
C46,C81,24.38
C46,C82,23.42
C46,C83,14.39
C46,C84,17.26
C46,C85,11.47
C46,C86,17.22
C46,C87,11.45
C46,C88,6.22
C46,C89,15.54
C46,C90,21.3
C47,C57,22.72
C47,C58,5.98
C47,C59,20.33
C47,C60,28.88
C47,C61,11.73
C47,C62,19.9
C47,C63,5.47
C47,C64,29.86
C47,C65,31.37
C47,C66,2.41
C47,C67,7.52
C47,C68,26.38
C47,C69,10.08
C47,C70,26.74
C47,C71,15.95
C47,C72,9.67
C47,C73,22.84
C47,C74,8.5
C47,C75,28.18
C47,C76,31.01
C47,C77,13.86
C47,C78,16.06
C47,C79,23.86
C47,C80,24.57
C47,C81,6.64
C47,C82,8.87
C47,C83,26.22
C47,C84,17.5
C47,C85,20.88
C47,C86,30.47
C47,C87,30.88
C47,C88,27.87
C47,C89,24.08
C47,C90,12.46
C48,C57,10.54
C48,C58,20.83
C48,C59,4.43
C48,C60,7.65
C48,C61,23.32
C48,C62,11.71
C48,C63,20.75
C48,C64,10.54
C48,C65,10.14
C48,C66,22.86
C48,C67,17.52
C48,C68,7.21
C48,C69,15.73
C48,C70,8.05
C48,C71,21.03
C48,C72,18.17
C48,C73,12.69
C48,C74,17.97
C48,C75,12.64
C48,C76,9.77
C48,C77,32.98
C48,C78,12.69
C48,C79,5.79
C48,C80,7.32
C48,C81,19.06
C48,C82,18.1
C48,C83,8.97
C48,C84,10.91
C48,C85,6.15
C48,C86,13.22
C48,C87,11.56
C48,C88,6.81
C48,C89,13.93
C48,C90,15.98
C49,C57,15.46
C49,C58,8.04
C49,C59,21.49
C49,C60,27.22
C49,C61,1.95
C49,C62,9.4
C49,C63,13.13
C49,C64,19.84
C49,C65,23.92
C49,C66,15.03
C49,C67,9.52
C49,C68,27.54
C49,C69,13.18
C49,C70,27.89
C49,C71,3.48
C49,C72,15.62
C49,C73,23.99
C49,C74,9.97
C49,C75,17.67
C49,C76,24.24
C49,C77,21.27
C49,C78,8.68
C49,C79,25.02
C49,C80,25.73
C49,C81,14.46
C49,C82,13.5
C49,C83,27.38
C49,C84,18.65
C49,C85,18.55
C49,C86,31.63
C49,C87,20.86
C49,C88,29.17
C49,C89,25.23
C49,C90,13.43
C50,C57,4.24
C50,C58,16.12
C50,C59,8.3
C50,C60,16.85
C50,C61,17.81
C50,C62,6.42
C50,C63,9.92
C50,C64,15.22
C50,C65,19.33
C50,C66,13.88
C50,C67,12.15
C50,C68,14.34
C50,C69,5.23
C50,C70,14.7
C50,C71,15.52
C50,C72,7.02
C50,C73,10.8
C50,C74,10.16
C50,C75,14.1
C50,C76,18.97
C50,C77,24.0
C50,C78,6.05
C50,C79,11.82
C50,C80,12.54
C50,C81,9.33
C50,C82,8.37
C50,C83,14.19
C50,C84,5.46
C50,C85,5.94
C50,C86,18.44
C50,C87,16.24
C50,C88,15.84
C50,C89,12.04
C50,C90,3.88
C51,C57,13.02
C51,C58,23.3
C51,C59,7.06
C51,C60,3.55
C51,C61,25.8
C51,C62,14.19
C51,C63,23.23
C51,C64,7.51
C51,C65,6.05
C51,C66,25.33
C51,C67,20.0
C51,C68,7.45
C51,C69,18.21
C51,C70,9.18
C51,C71,23.51
C51,C72,20.65
C51,C73,11.22
C51,C74,20.45
C51,C75,15.12
C51,C76,5.68
C51,C77,35.45
C51,C78,15.17
C51,C79,6.02
C51,C80,9.66
C51,C81,21.54
C51,C82,20.58
C51,C83,11.31
C51,C84,13.39
C51,C85,8.63
C51,C86,15.56
C51,C87,9.67
C51,C88,6.26
C51,C89,12.46
C51,C90,18.46
C52,C57,18.11
C52,C58,29.17
C52,C59,8.28
C52,C60,15.08
C52,C61,33.17
C52,C62,21.09
C52,C63,19.91
C52,C64,19.03
C52,C65,17.56
C52,C66,26.93
C52,C67,27.51
C52,C68,7.92
C52,C69,18.28
C52,C70,7.37
C52,C71,30.88
C52,C72,16.13
C52,C73,5.9
C52,C74,23.21
C52,C75,22.11
C52,C76,17.2
C52,C77,37.05
C52,C78,22.79
C52,C79,7.75
C52,C80,3.18
C52,C81,18.54
C52,C82,18.46
C52,C83,2.37
C52,C84,10.98
C52,C85,13.95
C52,C86,4.72
C52,C87,21.89
C52,C88,11.36
C52,C89,6.02
C52,C90,16.89
C53,C57,17.04
C53,C58,28.1
C53,C59,7.21
C53,C60,14.01
C53,C61,32.1
C53,C62,20.02
C53,C63,18.84
C53,C64,17.96
C53,C65,16.49
C53,C66,25.86
C53,C67,26.44
C53,C68,3.99
C53,C69,17.21
C53,C70,5.59
C53,C71,29.81
C53,C72,15.06
C53,C73,6.7
C53,C74,22.14
C53,C75,21.04
C53,C76,16.13
C53,C77,35.98
C53,C78,21.72
C53,C79,5.09
C53,C80,2.89
C53,C81,17.47
C53,C82,17.39
C53,C83,0.51
C53,C84,9.91
C53,C85,12.88
C53,C86,4.95
C53,C87,20.82
C53,C88,7.43
C53,C89,5.95
C53,C90,15.82
C54,C57,15.07
C54,C58,26.14
C54,C59,4.62
C54,C60,11.42
C54,C61,30.13
C54,C62,18.05
C54,C63,16.88
C54,C64,15.37
C54,C65,13.91
C54,C66,23.89
C54,C67,24.47
C54,C68,3.86
C54,C69,15.24
C54,C70,4.99
C54,C71,27.84
C54,C72,13.1
C54,C73,4.73
C54,C74,20.17
C54,C75,19.08
C54,C76,13.54
C54,C77,34.01
C54,C78,19.75
C54,C79,3.61
C54,C80,1.81
C54,C81,15.51
C54,C82,15.42
C54,C83,2.42
C54,C84,7.94
C54,C85,10.91
C54,C86,7.49
C54,C87,18.23
C54,C88,7.3
C54,C89,5.97
C54,C90,13.86
C55,C57,8.89
C55,C58,17.59
C55,C59,9.11
C55,C60,11.08
C55,C61,20.09
C55,C62,6.55
C55,C63,17.72
C55,C64,7.53
C55,C65,11.61
C55,C66,19.62
C55,C67,14.29
C55,C68,11.69
C55,C69,14.08
C55,C70,12.52
C55,C71,17.8
C55,C72,16.53
C55,C73,12.26
C55,C74,14.74
C55,C75,7.8
C55,C76,13.2
C55,C77,29.74
C55,C78,9.46
C55,C79,10.26
C55,C80,13.99
C55,C81,17.41
C55,C82,16.46
C55,C83,15.65
C55,C84,9.77
C55,C85,4.0
C55,C86,19.89
C55,C87,8.56
C55,C88,10.9
C55,C89,13.5
C55,C90,14.34
C56,C57,9.04
C56,C58,21.75
C56,C59,2.15
C56,C60,9.2
C56,C61,24.11
C56,C62,12.25
C56,C63,19.26
C56,C64,12.03
C56,C65,11.69
C56,C66,23.22
C56,C67,18.44
C56,C68,6.39
C56,C69,14.23
C56,C70,7.23
C56,C71,21.82
C56,C72,16.68
C56,C73,6.4
C56,C74,19.5
C56,C75,13.05
C56,C76,11.32
C56,C77,33.34
C56,C78,13.72
C56,C79,4.97
C56,C80,7.25
C56,C81,17.56
C56,C82,16.6
C56,C83,8.9
C56,C84,6.85
C56,C85,3.89
C56,C86,13.15
C56,C87,13.05
C56,C88,11.14
C56,C89,7.64
C56,C90,10.81
C57,C23,9.91
C57,C24,6.93
C57,C25,18.25
C57,C26,8.13
C57,C27,14.19
C57,C28,6.68
C57,C29,9.96
C57,C30,5.74
C57,C31,26.92
C57,C32,8.27
C57,C33,15.47
C57,C34,9.03
C57,C35,9.43
C57,C36,14.28
C57,C37,11.26
C57,C38,3.77
C57,C39,4.95
C57,C40,6.91
C57,C41,13.74
C57,C42,16.15
C57,C43,8.34
C57,C44,4.76
C57,C45,8.44
C57,C46,15.26
C57,C47,17.85
C57,C48,7.69
C57,C49,15.84
C57,C50,6.38
C57,C51,11.95
C57,C52,17.43
C57,C53,16.69
C57,C54,14.49
C57,C55,7.35
C57,C56,9.87
C58,C23,22.88
C58,C24,18.49
C58,C25,30.81
C58,C26,18.19
C58,C27,26.75
C58,C28,18.91
C58,C29,9.4
C58,C30,17.98
C58,C31,14.02
C58,C32,17.41
C58,C33,25.28
C58,C34,22.08
C58,C35,20.19
C58,C36,28.48
C58,C37,23.81
C58,C38,14.26
C58,C39,17.78
C58,C40,11.76
