,Cost
"('C74', 'C79')",57337.011
"('C74', 'C80')",59489.802
"('C74', 'C81')",24256.8
"('C74', 'C82')",21345.984
"('C74', 'C83')",64492.767
"('C74', 'C84')",38052.855
"('C74', 'C85')",39750.831
"('C74', 'C86')",77379.192
"('C74', 'C87')",68464.818
"('C74', 'C88')",71921.412
"('C75', 'C39')",37476.756
"('C75', 'C40')",41327.523
"('C75', 'C41')",62036.766
"('C75', 'C42')",44086.734
"('C75', 'C43')",50302.539
"('C75', 'C44')",24469.047
"('C75', 'C45')",38932.164
"('C75', 'C46')",56488.023
"('C75', 'C47')",74498.697
"('C75', 'C48')",37143.225
"('C75', 'C49')",58944.024
"('C75', 'C50')",47088.513
"('C75', 'C51')",44602.191
"('C75', 'C52')",66706.2
"('C75', 'C53')",64462.446
"('C75', 'C54')",57822.147
"('C75', 'C55')",21558.231
"('C75', 'C56')",40235.967
"('C75', 'C57')",42631.326
"('C75', 'C58')",65493.36
"('C75', 'C59')",43298.388
"('C75', 'C60')",53971.38
"('C75', 'C61')",63613.458
"('C75', 'C62')",26955.369
"('C75', 'C63')",65887.533
"('C75', 'C64')",38204.46
"('C75', 'C65')",50575.428
"('C75', 'C66')",71648.523
"('C75', 'C67')",55487.43
"('C75', 'C68')",55790.64
"('C75', 'C69')",53092.071
"('C75', 'C70')",58307.283
"('C75', 'C71')",56669.949
"('C75', 'C72')",60520.716
"('C75', 'C73')",52819.182
"('C75', 'C74')",56851.875
"('C75', 'C75')",9999999.0
"('C75', 'C76')",51545.7
"('C75', 'C77')",102333.375
"('C75', 'C78')",32625.396
"('C75', 'C79')",51454.737
"('C75', 'C80')",58095.036
"('C75', 'C81')",66554.595
"('C75', 'C82')",63643.779
"('C75', 'C83')",63098.001
"('C75', 'C84')",45299.574
"('C75', 'C85')",27774.036
"('C75', 'C86')",75984.426
"('C75', 'C87')",41297.202
"('C75', 'C88')",53455.923
"('C76', 'C39')",48119.427
"('C76', 'C40')",61854.84
"('C76', 'C41')",73012.968
"('C76', 'C42')",12492.252
"('C76', 'C43')",54244.269
"('C76', 'C44')",41357.844
"('C76', 'C45')",25681.887
"('C76', 'C46')",11309.733
"('C76', 'C47')",94995.693
"('C76', 'C48')",26985.69
"('C76', 'C49')",88901.172
"('C76', 'C50')",56063.529
"('C76', 'C51')",18708.057
"('C76', 'C52')",50817.996
"('C76', 'C53')",48574.242
"('C76', 'C54')",41115.276
"('C76', 'C55')",30290.679
"('C76', 'C56')",33140.853
"('C76', 'C57')",51666.984
"('C76', 'C58')",86020.677
"('C76', 'C59')",34323.372
"('C76', 'C60')",16919.118
"('C76', 'C61')",93570.606
"('C76', 'C62')",43844.166
"('C76', 'C63')",82655.046
"('C76', 'C64')",14402.475
"('C76', 'C65')",2122.47
"('C76', 'C66')",92145.519
"('C76', 'C67')",75984.426
"('C76', 'C68')",35505.891
"('C76', 'C69')",67403.583
"('C76', 'C70')",35960.706
"('C76', 'C71')",86627.097
"('C76', 'C72')",74832.228
"('C76', 'C73')",46936.908
"('C76', 'C74')",77348.871
"('C76', 'C75')",47634.291
"('C76', 'C76')",9999999.0
"('C76', 'C77')",122860.692
"('C76', 'C78')",61339.383
"('C76', 'C79')",31200.309
"('C76', 'C80')",42206.832
"('C76', 'C81')",77500.476
"('C76', 'C82')",74619.981
"('C76', 'C83')",47209.797
"('C76', 'C84')",55942.245
"('C76', 'C85')",38386.386
"('C76', 'C86')",60096.222
"('C76', 'C87')",30381.642
"('C76', 'C88')",27106.974
"('C77', 'C39')",85656.825
"('C77', 'C40')",67373.262
"('C77', 'C41')",56154.492
"('C77', 'C42')",110459.403
"('C77', 'C43')",67524.867
"('C77', 'C44')",72679.437
"('C77', 'C45')",100362.51
"('C77', 'C46')",113643.108
"('C77', 'C47')",40599.819
"('C77', 'C48')",98118.756
"('C77', 'C49')",53728.812
"('C77', 'C50')",66675.879
"('C77', 'C51')",103606.857
"('C77', 'C52')",106699.599
"('C77', 'C53')",104455.845
"('C77', 'C54')",97785.225
"('C77', 'C55')",82988.577
"('C77', 'C56')",87930.9
"('C77', 'C57')",82897.614
"('C77', 'C58')",32170.581
"('C77', 'C59')",85202.01
"('C77', 'C60')",111126.465
"('C77', 'C61')",48119.427
"('C77', 'C62')",74377.413
"('C77', 'C63')",52606.935
"('C77', 'C64')",104577.129
"('C77', 'C65')",118676.394
"('C77', 'C66')",31564.161
"('C77', 'C67')",42267.474
"('C77', 'C68')",103546.215
"('C77', 'C69')",54122.985
"('C77', 'C70')",104637.771
"('C77', 'C71')",60945.21
"('C77', 'C72')",60126.543
"('C77', 'C73')",92812.581
"('C77', 'C74')",45238.932
"('C77', 'C75')",99452.88
"('C77', 'C76')",117584.838
"('C77', 'C77')",9999999.0
"('C77', 'C78')",62734.149
"('C77', 'C79')",95905.323
"('C77', 'C80')",98058.114
"('C77', 'C81')",60642.0
"('C77', 'C82')",57731.184
"('C77', 'C83')",103061.079
"('C77', 'C84')",74407.734
"('C77', 'C85')",86293.566
"('C77', 'C86')",115947.504
"('C77', 'C87')",107669.871
"('C77', 'C88')",108064.044
"('C78', 'C39')",26045.739
"('C78', 'C40')",8489.88
"('C78', 'C41')",27592.11
"('C78', 'C42')",47846.538
"('C78', 'C43')",26136.702
"('C78', 'C44')",9611.757
"('C78', 'C45')",37901.25
"('C78', 'C46')",58580.172
"('C78', 'C47')",40175.325
"('C78', 'C48')",35627.175
"('C78', 'C49')",29108.16
"('C78', 'C50')",17010.081
"('C78', 'C51')",48543.921
"('C78', 'C52')",63916.668
"('C78', 'C53')",61672.914
"('C78', 'C54')",55002.294
"('C78', 'C55')",23407.812
"('C78', 'C56')",39174.732
"('C78', 'C57')",20315.07
"('C78', 'C58')",31200.309
"('C78', 'C59')",43813.845
"('C78', 'C60')",56063.529
"('C78', 'C61')",33747.273
"('C78', 'C62')",10309.14
"('C78', 'C63')",31564.161
"('C78', 'C64')",41964.264
"('C78', 'C65')",54335.232
"('C78', 'C66')",37325.151
"('C78', 'C67')",21164.058
"('C78', 'C68')",62158.05
"('C78', 'C69')",18617.094
"('C78', 'C70')",57276.369
"('C78', 'C71')",26803.764
"('C78', 'C72')",26045.739
"('C78', 'C73')",49999.329
"('C78', 'C74')",22528.503
"('C78', 'C75')",35384.607
"('C78', 'C76')",62521.902
"('C78', 'C77')",68040.324
"('C78', 'C78')",9999999.0
"('C78', 'C79')",54517.158
"('C78', 'C80')",55275.183
"('C78', 'C81')",32079.618
"('C78', 'C82')",29199.123
"('C78', 'C83')",60278.148
"('C78', 'C84')",35233.002
"('C78', 'C85')",26712.801
"('C78', 'C86')",73164.573
"('C78', 'C87')",45057.006
"('C78', 'C88')",51757.947
"('C79', 'C39')",35142.039
"('C79', 'C40')",48452.958
"('C79', 'C41')",54517.158
"('C79', 'C42')",38083.176
"('C79', 'C43')",35354.286
"('C79', 'C44')",46967.229
"('C79', 'C45')",10733.634
"('C79', 'C46')",29138.481
"('C79', 'C47')",75650.895
"('C79', 'C48')",19981.539
"('C79', 'C49')",81866.7
"('C79', 'C50')",39023.127
"('C79', 'C51')",19102.23
"('C79', 'C52')",23286.528
"('C79', 'C53')",18071.316
"('C79', 'C54')",10763.955
"('C79', 'C55')",35627.175
"('C79', 'C56')",14887.611
"('C79', 'C57')",40660.461
"('C79', 'C58')",78986.205
"('C79', 'C59')",15463.71
"('C79', 'C60')",23468.454
"('C79', 'C61')",86536.134
"('C79', 'C62')",51363.774
"('C79', 'C63')",60793.605
"('C79', 'C64')",38628.954
"('C79', 'C65')",34171.767
"('C79', 'C66')",72800.721
"('C79', 'C67')",68949.954
"('C79', 'C68')",4517.829
"('C79', 'C69')",46573.056
"('C79', 'C70')",7064.793
"('C79', 'C71')",79592.625
"('C79', 'C72')",49210.983
"('C79', 'C73')",24469.047
"('C79', 'C74')",61521.309
"('C79', 'C75')",54153.306
"('C79', 'C76')",33080.211
"('C79', 'C77')",103485.573
"('C79', 'C78')",54335.232
"('C79', 'C79')",9999999.0
"('C79', 'C80')",15797.241
"('C79', 'C81')",59004.666
"('C79', 'C82')",56124.171
"('C79', 'C83')",16706.871
"('C79', 'C84')",31837.05
"('C79', 'C85')",27349.542
"('C79', 'C86')",31594.482
"('C79', 'C87')",47300.76
"('C79', 'C88')",10491.066
"('C80', 'C39')",32564.754
"('C80', 'C40')",53577.207
"('C80', 'C41')",54213.948
"('C80', 'C42')",48028.464
"('C80', 'C43')",35081.397
"('C80', 'C44')",50454.144
"('C80', 'C45')",24590.331
"('C80', 'C46')",39083.769
"('C80', 'C47')",75378.006
"('C80', 'C48')",22680.108
"('C80', 'C49')",86778.702
"('C80', 'C50')",38750.238
"('C80', 'C51')",29047.518
"('C80', 'C52')",10642.671
"('C80', 'C53')",11279.412
"('C80', 'C54')",5730.669
"('C80', 'C55')",42115.869
"('C80', 'C56')",20133.144
"('C80', 'C57')",45754.389
"('C80', 'C58')",79319.736
"('C80', 'C59')",15948.846
"('C80', 'C60')",36567.126
"('C80', 'C61')",91448.136
"('C80', 'C62')",54790.047
"('C80', 'C63')",51242.49
"('C80', 'C64')",48543.921
"('C80', 'C65')",44117.055
"('C80', 'C66')",72527.832
"('C80', 'C67')",74286.45
"('C80', 'C68')",15736.599
"('C80', 'C69')",46269.846
"('C80', 'C70')",18799.02
"('C80', 'C71')",84504.627
"('C80', 'C72')",39781.152
"('C80', 'C73')",14402.475
"('C80', 'C74')",61218.099
"('C80', 'C75')",57913.11
"('C80', 'C76')",43025.499
"('C80', 'C77')",103212.684
"('C80', 'C78')",59944.617
"('C80', 'C79')",14372.154
"('C80', 'C80')",9999999.0
"('C80', 'C81')",47088.513
"('C80', 'C82')",46815.624
"('C80', 'C83')",9914.967
"('C80', 'C84')",24135.516
"('C80', 'C85')",33140.853
"('C80', 'C86')",19890.576
"('C80', 'C87')",57246.048
"('C80', 'C88')",26167.023
"('C81', 'C39')",41479.128
"('C81', 'C40')",21073.095
"('C81', 'C41')",7337.682
"('C81', 'C42')",80320.329
"('C81', 'C43')",26985.69
"('C81', 'C44')",36476.163
"('C81', 'C45')",60247.827
"('C81', 'C46')",73103.931
"('C81', 'C47')",18192.6
"('C81', 'C48')",58004.073
"('C81', 'C49')",51879.231
"('C81', 'C50')",26106.381
"('C81', 'C51')",63067.68
"('C81', 'C52')",66130.101
"('C81', 'C53')",63886.347
"('C81', 'C54')",57246.048
"('C81', 'C55')",55275.183
"('C81', 'C56')",47391.723
"('C81', 'C57')",35142.039
"('C81', 'C58')",35566.533
"('C81', 'C59')",44662.833
"('C81', 'C60')",70587.288
"('C81', 'C61')",42237.153
"('C81', 'C62')",39629.547
"('C81', 'C63')",5488.101
"('C81', 'C64')",74438.055
"('C81', 'C65')",78137.217
"('C81', 'C66')",28774.629
"('C81', 'C67')",18738.378
"('C81', 'C68')",63007.038
"('C81', 'C69')",13583.808
"('C81', 'C70')",64098.594
"('C81', 'C71')",49605.156
"('C81', 'C72')",10703.313
"('C81', 'C73')",41357.844
"('C81', 'C74')",17495.217
"('C81', 'C75')",64705.014
"('C81', 'C76')",77015.34
"('C81', 'C77')",59459.481
"('C81', 'C78')",27713.394
"('C81', 'C79')",55366.146
"('C81', 'C80')",57518.937
"('C81', 'C81')",9999999.0
"('C81', 'C82')",6700.941
"('C81', 'C83')",62521.902
"('C81', 'C84')",28713.987
"('C81', 'C85')",46300.167
"('C81', 'C86')",75408.327
"('C81', 'C87')",77530.797
"('C81', 'C88')",67524.867
"('C82', 'C39')",38537.991
"('C82', 'C40')",17252.649
"('C82', 'C41')",4366.224
"('C82', 'C42')",77379.192
"('C82', 'C43')",24044.553
"('C82', 'C44')",32625.396
"('C82', 'C45')",57306.69
"('C82', 'C46')",70132.473
"('C82', 'C47')",18889.983
"('C82', 'C48')",55062.936
"('C82', 'C49')",48028.464
"('C82', 'C50')",23165.244
"('C82', 'C51')",60126.543
"('C82', 'C52')",63188.964
"('C82', 'C53')",60945.21
"('C82', 'C54')",54304.911
"('C82', 'C55')",52334.046
"('C82', 'C56')",44450.586
"('C82', 'C57')",31291.272
"('C82', 'C58')",33595.668
"('C82', 'C59')",41721.696
"('C82', 'C60')",67646.151
"('C82', 'C61')",38416.707
"('C82', 'C62')",35778.78
"('C82', 'C63')",7489.287
"('C82', 'C64')",71496.918
"('C82', 'C65')",75196.08
"('C82', 'C66')",26773.443
"('C82', 'C67')",16737.192
"('C82', 'C68')",60065.901
"('C82', 'C69')",10642.671
"('C82', 'C70')",61157.457
"('C82', 'C71')",45754.389
"('C82', 'C72')",8398.917
"('C82', 'C73')",49301.946
"('C82', 'C74')",15494.031
"('C82', 'C75')",60884.568
"('C82', 'C76')",74074.203
"('C82', 'C77')",57458.295
"('C82', 'C78')",23862.627
"('C82', 'C79')",52425.009
"('C82', 'C80')",54577.8
"('C82', 'C81')",4214.619
"('C82', 'C82')",9999999.0
"('C82', 'C83')",59580.765
"('C82', 'C84')",28774.629
"('C82', 'C85')",43359.03
"('C82', 'C86')",72467.19
"('C82', 'C87')",74589.66
"('C82', 'C88')",64583.73
"('C83', 'C39')",37082.583
"('C83', 'C40')",58095.036
"('C83', 'C41')",58731.777
"('C83', 'C42')",52546.293
"('C83', 'C43')",39599.226
"('C83', 'C44')",54971.973
"('C83', 'C45')",29108.16
"('C83', 'C46')",43601.598
"('C83', 'C47')",79895.835
"('C83', 'C48')",27197.937
"('C83', 'C49')",91296.531
"('C83', 'C50')",43268.067
"('C83', 'C51')",33565.347
"('C83', 'C52')",7640.892
"('C83', 'C53')",1546.371
"('C83', 'C54')",8975.016
"('C83', 'C55')",46633.698
"('C83', 'C56')",24650.973
"('C83', 'C57')",50272.218
"('C83', 'C58')",83837.565
"('C83', 'C59')",20466.675
"('C83', 'C60')",41084.955
"('C83', 'C61')",95965.965
"('C83', 'C62')",59307.876
"('C83', 'C63')",55760.319
"('C83', 'C64')",53061.75
"('C83', 'C65')",48634.884
"('C83', 'C66')",77045.661
"('C83', 'C67')",78804.279
"('C83', 'C68')",16070.13
"('C83', 'C69')",50787.675
"('C83', 'C70')",18465.489
"('C83', 'C71')",89022.456
"('C83', 'C72')",44298.981
"('C83', 'C73')",18920.304
"('C83', 'C74')",65735.928
"('C83', 'C75')",62430.939
"('C83', 'C76')",47543.328
"('C83', 'C77')",107730.513
"('C83', 'C78')",64462.446
"('C83', 'C79')",18526.131
"('C83', 'C80')",7458.966
"('C83', 'C81')",51606.342
"('C83', 'C82')",51333.453
"('C83', 'C83')",9999999.0
"('C83', 'C84')",28653.345
"('C83', 'C85')",37658.682
"('C83', 'C86')",15797.241
"('C83', 'C87')",61763.877
"('C83', 'C88')",26500.554
"('C84', 'C39')",16070.13
"('C84', 'C40')",32867.964
"('C84', 'C41')",33110.532
"('C84', 'C42')",54790.047
"('C84', 'C43')",13947.66
"('C84', 'C44')",28804.95
"('C84', 'C45')",34717.545
"('C84', 'C46')",47300.76
"('C84', 'C47')",54244.269
"('C84', 'C48')",32443.47
"('C84', 'C49')",65402.397
"('C84', 'C50')",18526.131
"('C84', 'C51')",37264.509
"('C84', 'C52')",28895.913
"('C84', 'C53')",26652.159
"('C84', 'C54')",19981.539
"('C84', 'C55')",29744.901
"('C84', 'C56')",22346.577
"('C84', 'C57')",22498.182
"('C84', 'C58')",58216.32
"('C84', 'C59')",18859.662
"('C84', 'C60')",44784.117
"('C84', 'C61')",70071.831
"('C84', 'C62')",33171.174
"('C84', 'C63')",34444.656
"('C84', 'C64')",48907.773
"('C84', 'C65')",52334.046
"('C84', 'C66')",51394.095
"('C84', 'C67')",52485.651
"('C84', 'C68')",29987.469
"('C84', 'C69')",25166.43
"('C84', 'C70')",33049.89
"('C84', 'C71')",63128.322
"('C84', 'C72')",22952.997
"('C84', 'C73')",13128.993
"('C84', 'C74')",40114.683
"('C84', 'C75')",45511.821
"('C84', 'C76')",51212.169
"('C84', 'C77')",82078.947
"('C84', 'C78')",37840.608
"('C84', 'C79')",29562.975
"('C84', 'C80')",20284.749
"('C84', 'C81')",30290.679
"('C84', 'C82')",30017.79
"('C84', 'C83')",25287.714
"('C84', 'C84')",9999999.0
"('C84', 'C85')",20769.885
"('C84', 'C86')",38174.139
"('C84', 'C87')",52000.515
"('C84', 'C88')",39356.658
"('C85', 'C39')",12067.758
"('C85', 'C40')",22801.392
"('C85', 'C41')",36294.237
"('C85', 'C42')",37537.398
"('C85', 'C43')",24863.22
"('C85', 'C44')",21315.663
"('C85', 'C45')",16858.476
"('C85', 'C46')",37537.398
"('C85', 'C47')",60823.926
"('C85', 'C48')",14584.401
"('C85', 'C49')",56002.887
"('C85', 'C50')",19375.119
"('C85', 'C51')",27501.147
"('C85', 'C52')",41297.202
"('C85', 'C53')",39053.448
"('C85', 'C54')",32382.828
"('C85', 'C55')",13553.487
"('C85', 'C56')",14826.969
"('C85', 'C57')",14978.574
"('C85', 'C58')",53516.565
"('C85', 'C59')",17889.39
"('C85', 'C60')",35051.076
"('C85', 'C61')",60642.0
"('C85', 'C62')",25651.566
"('C85', 'C63')",45936.315
"('C85', 'C64')",31655.124
"('C85', 'C65')",42570.684
"('C85', 'C66')",57973.752
"('C85', 'C67')",43480.314
"('C85', 'C68')",33716.952
"('C85', 'C69')",30715.173
"('C85', 'C70')",36233.595
"('C85', 'C71')",53698.491
"('C85', 'C72')",38113.497
"('C85', 'C73')",27410.184
"('C85', 'C74')",46664.019
"('C85', 'C75')",29320.407
"('C85', 'C76')",41479.128
"('C85', 'C77')",88658.604
"('C85', 'C78')",26652.159
"('C85', 'C79')",29381.049
"('C85', 'C80')",32686.038
"('C85', 'C81')",40812.066
"('C85', 'C82')",37901.25
"('C85', 'C83')",37689.003
"('C85', 'C84')",19890.576
"('C85', 'C85')",9999999.0
"('C85', 'C86')",50575.428
"('C85', 'C87')",34747.866
"('C85', 'C88')",35778.78
"('C86', 'C39')",50969.601
"('C86', 'C40')",71982.054
"('C86', 'C41')",72618.795
"('C86', 'C42')",66433.311
"('C86', 'C43')",53486.244
"('C86', 'C44')",68858.991
"('C86', 'C45')",42995.178
"('C86', 'C46')",57488.616
"('C86', 'C47')",93782.853
"('C86', 'C48')",41084.955
"('C86', 'C49')",105183.549
"('C86', 'C50')",57124.764
"('C86', 'C51')",47452.365
"('C86', 'C52')",14311.512
"('C86', 'C53')",14978.574
"('C86', 'C54')",22922.676
"('C86', 'C55')",60520.716
"('C86', 'C56')",38537.991
"('C86', 'C57')",64159.236
"('C86', 'C58')",97724.583
"('C86', 'C59')",34353.693
"('C86', 'C60')",50393.502
"('C86', 'C61')",109852.983
"('C86', 'C62')",73194.894
"('C86', 'C63')",69647.337
"('C86', 'C64')",66948.768
"('C86', 'C65')",62521.902
"('C86', 'C66')",90932.679
"('C86', 'C67')",92691.297
"('C86', 'C68')",29593.296
"('C86', 'C69')",64674.693
"('C86', 'C70')",27713.394
"('C86', 'C71')",102909.474
"('C86', 'C72')",58185.999
"('C86', 'C73')",27137.295
"('C86', 'C74')",79622.946
"('C86', 'C75')",76317.957
"('C86', 'C76')",61430.346
"('C86', 'C77')",121617.531
"('C86', 'C78')",78349.464
"('C86', 'C79')",32140.26
"('C86', 'C80')",18889.983
"('C86', 'C81')",65493.36
"('C86', 'C82')",65220.471
"('C86', 'C83')",16039.809
"('C86', 'C84')",42540.363
"('C86', 'C85')",51545.7
"('C86', 'C86')",9999999.0
"('C86', 'C87')",75650.895
"('C86', 'C88')",37416.114
"('C87', 'C39')",42570.684
"('C87', 'C40')",53819.775
"('C87', 'C41')",70587.288
"('C87', 'C42')",24499.368
"('C87', 'C43')",55366.146
"('C87', 'C44')",38265.102
"('C87', 'C45')",40569.498
"('C87', 'C46')",34990.434
"('C87', 'C47')",86990.949
"('C87', 'C48')",34020.162
"('C87', 'C49')",80866.107
"('C87', 'C50')",52152.12
"('C87', 'C51')",30169.395
"('C87', 'C52')",69647.337
"('C87', 'C53')",67403.583
"('C87', 'C54')",60763.284
"('C87', 'C55')",25803.171
"('C87', 'C56')",41964.264
"('C87', 'C57')",49271.625
"('C87', 'C58')",77985.612
"('C87', 'C59')",45875.673
"('C87', 'C60')",39417.3
"('C87', 'C61')",85535.541
"('C87', 'C62')",40751.424
"('C87', 'C63')",80229.366
"('C87', 'C64')",18617.094
"('C87', 'C65')",30957.741
"('C87', 'C66')",84140.775
"('C87', 'C67')",67949.361
"('C87', 'C68')",52303.725
"('C87', 'C69')",65008.224
"('C87', 'C70')",52425.009
"('C87', 'C71')",78592.032
"('C87', 'C72')",72406.548
"('C87', 'C73')",55760.319
"('C87', 'C74')",69313.806
"('C87', 'C75')",44541.549
"('C87', 'C76')",31958.334
"('C87', 'C77')",114825.627
"('C87', 'C78')",46421.451
"('C87', 'C79')",53698.491
"('C87', 'C80')",61036.173
"('C87', 'C81')",75105.117
"('C87', 'C82')",72194.301
"('C87', 'C83')",66039.138
"('C87', 'C84')",50393.502
"('C87', 'C85')",35960.706
"('C87', 'C86')",78925.563
"('C87', 'C87')",9999999.0
"('C87', 'C88')",43571.277
"('C88', 'C39')",48907.773
"('C88', 'C40')",62643.186
"('C88', 'C41')",63279.927
"('C88', 'C42')",33656.31
"('C88', 'C43')",44117.055
"('C88', 'C44')",56669.949
"('C88', 'C45')",23801.985
"('C88', 'C46')",18465.489
"('C88', 'C47')",95784.039
"('C88', 'C48')",27774.036
"('C88', 'C49')",89689.518
"('C88', 'C50')",47785.896
"('C88', 'C51')",17798.427
"('C88', 'C52')",32443.47
"('C88', 'C53')",26318.628
"('C88', 'C54')",23468.454
"('C88', 'C55')",43449.993
"('C88', 'C56')",24256.8
"('C88', 'C57')",49817.403
"('C88', 'C58')",86778.702
"('C88', 'C59')",24226.479
"('C88', 'C60')",13341.24
"('C88', 'C61')",94358.952
"('C88', 'C62')",59156.271
"('C88', 'C63')",69556.374
"('C88', 'C64')",34171.767
"('C88', 'C65')",29744.901
"('C88', 'C66')",92933.865
"('C88', 'C67')",76772.772
"('C88', 'C68')",12431.61
"('C88', 'C69')",65554.002
"('C88', 'C70')",12552.894
"('C88', 'C71')",87415.443
"('C88', 'C72')",57973.752
"('C88', 'C73')",37143.225
"('C88', 'C74')",78137.217
"('C88', 'C75')",61976.124
"('C88', 'C76')",28623.024
"('C88', 'C77')",123649.038
"('C88', 'C78')",62127.729
"('C88', 'C79')",11521.98
"('C88', 'C80')",28471.419
"('C88', 'C81')",67767.435
"('C88', 'C82')",64856.619
"('C88', 'C83')",26773.443
"('C88', 'C84')",40599.819
"('C88', 'C85')",36506.484
"('C88', 'C86')",37082.583
"('C88', 'C87')",42782.931
"('C88', 'C88')",9999999.0
"('C89', 'C89')",9999999.0
"('C89', 'C90')",40145.004
"('C90', 'C89')",35020.755
"('C90', 'C90')",9999999.0
